link_config_id,edge_id,domain,from_file,to_file,relation,period,current_join,current_status,current_evidence,missing_key_or_control,target_join,owner_role,false_join_risk,integration_test_id,acceptance_criteria,stage27_prefill_scope,linked_request_ids,prefill_coverage_pct,stage27_precheck_status,official_retest_result,transaction_level_automation_allowed_stage27,stage27_connection_note,named_owner,required_datasets_accepted,primary_keys_confirmed,orphan_test,duplicate_test,totals_test,signed_reconciliation,target_retest_result,automation_status,evidence_link,next_action,release_readiness_score,stage29_action
LCFG-103,TAX-EDGE-103,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,ДДС 2025.xlsx,Bank tax payment ↔ ДДС tax article,2025,date + amount + account + description,Частично,Налоговые операции классифицированы в банке; полная строковая сверка ДДС не выполнена,bank_payment_id в ДДС,bank_payment_id,Финансы,Высокий без obligation/ENS ID,IT-103,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-104,TAX-EDGE-104,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,ДДС 2026.xlxs.xlsx,Bank tax payment ↔ ДДС tax article,2026,date + amount + account + description,Частично,Налоговые операции классифицированы в банке; полная строковая сверка ДДС не выполнена,bank_payment_id в ДДС,bank_payment_id,Финансы,Высокий без obligation/ENS ID,IT-104,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-105,TAX-EDGE-105,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,Сведения о наличии отрицательного сальдо ЕНС.pdf,Исторические платежи ↔ point-in-time status,2024–25.06.2026,entity only,Частично,"Справка подтверждает статус на одну дату, не lineage платежей",ens_allocation_id / operations ENS,bank_payment_id → ens_allocation_id → status_date,Бухгалтерия,Высокий без obligation/ENS ID,IT-105,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-106,TAX-EDGE-106,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,Справка о расчетах по взносам на несч.сл на 25.06.2026.pdf,Исторические платежи ↔ point-in-time status,2024–25.06.2026,entity only,Частично,"Справка подтверждает статус на одну дату, не lineage платежей",ens_allocation_id / operations ENS,bank_payment_id → ens_allocation_id → status_date,Бухгалтерия,Высокий без obligation/ENS ID,IT-106,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-107,TAX-EDGE-107,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,Справка об исполнении обязанности по налогам.pdf,Исторические платежи ↔ point-in-time status,2024–25.06.2026,entity only,Частично,"Справка подтверждает статус на одну дату, не lineage платежей",ens_allocation_id / operations ENS,bank_payment_id → ens_allocation_id → status_date,Бухгалтерия,Высокий без obligation/ENS ID,IT-107,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-108,TAX-EDGE-108,Налоги/ФОТ,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,ДДС 2024.xlsx,Bank tax payment ↔ ДДС tax article,2024,date + amount + account + description,Частично,Налоговые операции классифицированы в банке; полная строковая сверка ДДС не выполнена,bank_payment_id в ДДС,bank_payment_id,Финансы,Высокий без obligation/ENS ID,IT-108,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-109,TAX-EDGE-109,Налоги/ФОТ,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,ДДС 2025.xlsx,Bank tax payment ↔ ДДС tax article,2025,date + amount + account + description,Частично,Налоговые операции классифицированы в банке; полная строковая сверка ДДС не выполнена,bank_payment_id в ДДС,bank_payment_id,Финансы,Высокий без obligation/ENS ID,IT-109,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-110,TAX-EDGE-110,Налоги/ФОТ,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,ДДС 2026.xlxs.xlsx,Bank tax payment ↔ ДДС tax article,2026,date + amount + account + description,Частично,Налоговые операции классифицированы в банке; полная строковая сверка ДДС не выполнена,bank_payment_id в ДДС,bank_payment_id,Финансы,Высокий без obligation/ENS ID,IT-110,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-111,TAX-EDGE-111,Налоги/ФОТ,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,6-НДФЛ за 1 квартал 2026 — отсутствует,Cross-form Q1 2026,2026-Q1,entity + quarter,Отсутствует,"РСВ Q1 имеется, сопоставимой формы 6-НДФЛ нет",source document,employer_id + reporting_period,Бухгалтерия,Высокий без obligation/ENS ID,IT-111,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-112,PROD-EDGE-001,Продукт/операции,Продажи ЦУМ 2024.xlsx,MASTER_SKU,Продажи → canonical SKU,2024,нормализованный артикул,Подтверждено,Строки продаж сформировали 234 preliminary SKU,Официальный alias mapping,sales_line.article → sku_alias → canonical_sku,Коммерция,Высокий при текстовом/агрегатном join,IT-112,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-113,PROD-EDGE-002,Продукт/операции,Продажи ЦУМ 2024.xlsx,COST_FILES,SKU → полная себестоимость,2024,точное совпадение артикула,Частично,Покрытие выручки: 11.8%,cost_version_id и правило выбора,canonical_sku + sale_date → approved cost_version,Финансы + производство,Высокий при текстовом/агрегатном join,IT-113,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-114,PROD-EDGE-003,Продукт/операции,Продажи ЦУМ 2024.xlsx,COLLECTION_FILES,SKU → коллекция,2024,точное/кандидатное совпадение кода,Частично,Прямых артикулов: 6 из 121,model alias history,canonical_sku → model_id → collection_id,Продуктовый блок,Высокий при текстовом/агрегатном join,IT-114,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-115,PROD-EDGE-004,Продукт/операции,Продажи ЦУМ 2025.xlsx,MASTER_SKU,Продажи → canonical SKU,2025,нормализованный артикул,Подтверждено,Строки продаж сформировали 234 preliminary SKU,Официальный alias mapping,sales_line.article → sku_alias → canonical_sku,Коммерция,Высокий при текстовом/агрегатном join,IT-115,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-116,PROD-EDGE-005,Продукт/операции,Продажи ЦУМ 2025.xlsx,COST_FILES,SKU → полная себестоимость,2025,точное совпадение артикула,Частично,Покрытие выручки: 63.0%,cost_version_id и правило выбора,canonical_sku + sale_date → approved cost_version,Финансы + производство,Высокий при текстовом/агрегатном join,IT-116,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-117,PROD-EDGE-006,Продукт/операции,Продажи ЦУМ 2025.xlsx,COLLECTION_FILES,SKU → коллекция,2025,точное/кандидатное совпадение кода,Частично,Прямых артикулов: 2 из 136,model alias history,canonical_sku → model_id → collection_id,Продуктовый блок,Высокий при текстовом/агрегатном join,IT-117,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-118,PROD-EDGE-007,Продукт/операции,Продажи ЦУМ 2026.xlsx,MASTER_SKU,Продажи → canonical SKU,2026,нормализованный артикул,Подтверждено,Строки продаж сформировали 234 preliminary SKU,Официальный alias mapping,sales_line.article → sku_alias → canonical_sku,Коммерция,Высокий при текстовом/агрегатном join,IT-118,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-119,PROD-EDGE-008,Продукт/операции,Продажи ЦУМ 2026.xlsx,COST_FILES,SKU → полная себестоимость,2026,точное совпадение артикула,Частично,Покрытие выручки: 81.1%,cost_version_id и правило выбора,canonical_sku + sale_date → approved cost_version,Финансы + производство,Высокий при текстовом/агрегатном join,IT-119,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-120,PROD-EDGE-009,Продукт/операции,Продажи ЦУМ 2026.xlsx,COLLECTION_FILES,SKU → коллекция,2026,точное/кандидатное совпадение кода,Частично,Прямых артикулов: 1 из 86,model alias history,canonical_sku → model_id → collection_id,Продуктовый блок,Высокий при текстовом/агрегатном join,IT-120,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-121,PROD-EDGE-010,Продукт/операции,результат НГ 2024.xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Подтверждено частично,exact=1; candidates=13,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Продуктовый блок,Высокий при текстовом/агрегатном join,IT-121,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-122,PROD-EDGE-011,Продукт/операции,результат НГ 24.11.25.xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Связь не найдена,exact=0; candidates=0,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Продуктовый блок,Высокий при текстовом/агрегатном join,IT-122,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-123,PROD-EDGE-012,Продукт/операции,результат капсула 2024.xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Только кандидаты,exact=0; candidates=12,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Продуктовый блок,Высокий при текстовом/агрегатном join,IT-123,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-124,PROD-EDGE-013,Продукт/операции,результат капсула 2025.xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Подтверждено частично,exact=1; candidates=1,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Продуктовый блок,Высокий при текстовом/агрегатном join,IT-124,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-125,PROD-EDGE-014,Продукт/операции,результат кол-я 43 (янв 2024).xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Связь не найдена,exact=0; candidates=0,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Продуктовый блок,Высокий при текстовом/агрегатном join,IT-125,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-126,PROD-EDGE-015,Продукт/операции,результат кол-я 44 (июнь 2024).xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Связь не найдена,exact=0; candidates=0,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Продуктовый блок,Высокий при текстовом/агрегатном join,IT-126,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-127,PROD-EDGE-016,Продукт/операции,результат кол-я 45 (янв 2025).xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Связь не найдена,exact=0; candidates=0,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Продуктовый блок,Высокий при текстовом/агрегатном join,IT-127,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-128,PROD-EDGE-017,Продукт/операции,результат кол-я 46 (июль 2025).xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Связь не найдена,exact=0; candidates=0,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Продуктовый блок,Высокий при текстовом/агрегатном join,IT-128,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-129,PROD-EDGE-018,Продукт/операции,результат кол-я 47 (янв 2026).xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Связь не найдена,exact=0; candidates=0,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Продуктовый блок,Высокий при текстовом/агрегатном join,IT-129,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-130,PROD-EDGE-019,Продукт/операции,результат круиз 09.04.25.xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Подтверждено частично,exact=3; candidates=30,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Продуктовый блок,Высокий при текстовом/агрегатном join,IT-130,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-131,PROD-EDGE-020,Продукт/операции,результат круиз 14.04.26.xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Подтверждено частично,exact=1; candidates=4,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Продуктовый блок,Высокий при текстовом/агрегатном join,IT-131,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-132,PROD-EDGE-021,Продукт/операции,результат круиз 22.04.24.xlsx,MASTER_SKU,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Только кандидаты,exact=0; candidates=26,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Продуктовый блок,Высокий при текстовом/агрегатном join,IT-132,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-133,PROD-EDGE-022,Продукт/операции,Себестоимость Жукова.xlsx,MASTER_SKU,Калькуляция → SKU,2024–май 2026,точное совпадение артикула,Частично,unique=4; ambiguous=4; candidates=46,"cost_version_id, effective_date, variant/color/size, batch/production_order, approval",canonical_sku + cost_version_id + production_order_id,Финансы + производство,Высокий при текстовом/агрегатном join,IT-133,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,R3 TARGET-GRAIN,REQ-ST24-G01; REQ-ST24-G05; REQ-ST24-G07; REQ-ST24-G08; REQ-ST24-G09; REQ-ST24-G10; REQ-ST24-G14,43.2,OWNER REVIEW POSSIBLE,NOT RUN,NO,Predfill adds candidate fields/evidence only; it does not replace the existing join or create a primary-ID link.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-134,PROD-EDGE-023,Продукт/операции,Себестоимость Меркушина.xlsx,MASTER_SKU,Калькуляция → SKU,2024–май 2026,точное совпадение артикула,Частично,unique=77; ambiguous=20; candidates=5,"cost_version_id, effective_date, variant/color/size, batch/production_order, approval",canonical_sku + cost_version_id + production_order_id,Финансы + производство,Высокий при текстовом/агрегатном join,IT-134,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,R3 TARGET-GRAIN,REQ-ST24-G01; REQ-ST24-G05; REQ-ST24-G07; REQ-ST24-G08; REQ-ST24-G09; REQ-ST24-G10; REQ-ST24-G14,43.2,OWNER REVIEW POSSIBLE,NOT RUN,NO,Predfill adds candidate fields/evidence only; it does not replace the existing join or create a primary-ID link.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
LCFG-135,PROD-EDGE-024,Продукт/операции,себестоимость Мокеева 2025.xlsx,MASTER_SKU,Калькуляция → SKU,2024–май 2026,точное совпадение артикула,Частично,unique=1; ambiguous=3; candidates=15,"cost_version_id, effective_date, variant/color/size, batch/production_order, approval",canonical_sku + cost_version_id + production_order_id,Финансы + производство,Высокий при текстовом/агрегатном join,IT-135,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,CURRENT-GRAIN / OUTSIDE 19 RETESTS,,,NOT REASSESSED — CURRENT EVIDENCE PRESERVED,N/A,NO,No stage27 target-grain intake dependency; retain prior evidence and stop-gates.,,NO,NO,NOT RUN,NOT RUN,NOT RUN,NO,NOT RUN,BLOCKED,,Закрыть недостающие ключи и выполнить target-grain retest,40,CLOSE KEYS / DATA REQUESTS
