link_config_id,edge_id,domain,from_file,from_source_file_ids,from_version_ids,to_file,to_source_file_ids,to_version_ids,relation,period,current_join,current_status,status_class,current_evidence,missing_key_or_control,target_join,analysis_enabled,owner_role,false_join_risk,migration_wave,integration_test_id,acceptance_criteria,configuration_state,automatable_now,stop_gate,owner_name,evidence_location,execution_status,current_join_tokens,target_join_tokens,from_field_candidates,to_field_candidates,source_defects_touching_link,technical_retest_status,after_remediation_assessment,field_lineage_rows,production_automation_allowed
LCFG-099,TAX-EDGE-099,Налоги/ФОТ,зп_конструкторы_03.26.xlsx,FILE-043,VER-037-001,ЗП за март 2026.xlsx,FILE-036,VER-019-009,Вспомогательная ведомость ↔ основной payroll,2026-03,month + employee name/manual total,Частично,Частично,Оба файла существуют в одном месяце,employee_id + payroll_component_id,employee_id + accrual_period + component_code,Полная стоимость ФОТ по сотруднику,HR,Высокий без obligation/ENS ID,Wave 2,IT-099,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,month | employee_name | manual_total,employee_id | accrual_period | component_code,employee_id:констр 09.24 старый!ФИО(70),employee_id:Распределение!С(70) | employee_id:вышивальщицы!2026-03-01 00:00:00 / ФИО(70) | accrual_period:Распределение!П(70) | accrual_period:Распределение!С(70),,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,3,No
LCFG-100,TAX-EDGE-100,Налоги/ФОТ,зп_конструкторы_02.26.xlsx,FILE-042,VER-036-001,ЗП за февраль 2026.xlsx,FILE-038,VER-019-008,Вспомогательная ведомость ↔ основной payroll,2026-02,month + employee name/manual total,Частично,Частично,Оба файла существуют в одном месяце,employee_id + payroll_component_id,employee_id + accrual_period + component_code,Полная стоимость ФОТ по сотруднику,HR,Высокий без obligation/ENS ID,Wave 2,IT-100,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,month | employee_name | manual_total,employee_id | accrual_period | component_code,employee_id:констр 09.24 старый!ФИО(70),employee_id:Распределение!О(70) | employee_id:Распределение!С(70) | accrual_period:Распределение!О(70) | accrual_period:Распределение!П(70),#REF!,BLOCKED for production join — missing primary key/register,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-101,TAX-EDGE-101,Налоги/ФОТ,зп_конструкторы_01.26.xlsx,FILE-041,VER-035-001,ЗП за январь 2026.xlsx,FILE-040,VER-019-007,Вспомогательная ведомость ↔ основной payroll,2026-01,month + employee name/manual total,Частично,Частично,Оба файла существуют в одном месяце,employee_id + payroll_component_id,employee_id + accrual_period + component_code,Полная стоимость ФОТ по сотруднику,HR,Высокий без obligation/ENS ID,Wave 2,IT-101,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,month | employee_name | manual_total,employee_id | accrual_period | component_code,employee_id:констр 09.24 старый!ФИО(70),employee_id:Распределение!О(70) | employee_id:Распределение!С(70) | accrual_period:Распределение!О(70) | accrual_period:Распределение!П(70),#REF!,BLOCKED for production join — missing primary key/register,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-102,TAX-EDGE-102,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,VER-006-001,ДДС 2024.xlsx,FILE-017,VER-007-001,Bank tax payment ↔ ДДС tax article,2024,date + amount + account + description,Частично,Частично,Налоговые операции классифицированы в банке; полная строковая сверка ДДС не выполнена,bank_payment_id в ДДС,bank_payment_id,Cash-flow tax classification,Финансы,Высокий без obligation/ENS ID,Wave 3,IT-102,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,date | amount | account | description,bank_payment_id,,bank_payment_id:Расходы бизнеса!Сумма по полю в евро / Названия строк(70) | bank_payment_id:сводная бизнес по статьям!Сумма по полю в евро / Названия строк(70),Внешние ссылки,BLOCKED for production join — missing primary key/register,Evidence status unchanged; technical reproducibility improves after defect closure,1,No
LCFG-103,TAX-EDGE-103,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,VER-006-001,ДДС 2025.xlsx,FILE-018,VER-007-002,Bank tax payment ↔ ДДС tax article,2025,date + amount + account + description,Частично,Частично,Налоговые операции классифицированы в банке; полная строковая сверка ДДС не выполнена,bank_payment_id в ДДС,bank_payment_id,Cash-flow tax classification,Финансы,Высокий без obligation/ENS ID,Wave 3,IT-103,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,date | amount | account | description,bank_payment_id,,bank_payment_id:data B!сумма руб.(70) | bank_payment_id:data B!курс евро(70),,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,1,No
LCFG-104,TAX-EDGE-104,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,VER-006-001,ДДС 2026.xlxs.xlsx,FILE-019,VER-007-003,Bank tax payment ↔ ДДС tax article,2026,date + amount + account + description,Частично,Частично,Налоговые операции классифицированы в банке; полная строковая сверка ДДС не выполнена,bank_payment_id в ДДС,bank_payment_id,Cash-flow tax classification,Финансы,Высокий без obligation/ENS ID,Wave 3,IT-104,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,date | amount | account | description,bank_payment_id,,bank_payment_id:data B!сумма руб.(70) | bank_payment_id:data B!курс евро(70),Внешние ссылки,BLOCKED for production join — missing primary key/register,Evidence status unchanged; technical reproducibility improves after defect closure,1,No
LCFG-105,TAX-EDGE-105,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,VER-006-001,Сведения о наличии отрицательного сальдо ЕНС.pdf,FILE-080,VER-051-001,Исторические платежи ↔ point-in-time status,2024–25.06.2026,entity only,Частично,Частично,"Справка подтверждает статус на одну дату, не lineage платежей",ens_allocation_id / operations ENS,bank_payment_id → ens_allocation_id → status_date,Текущая задолженность — только ИП,Бухгалтерия,Высокий без obligation/ENS ID,Wave 3,IT-105,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,entity_only,bank_payment_id | ens_allocation_id | status_date,,,,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,3,No
LCFG-106,TAX-EDGE-106,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,VER-006-001,Справка о расчетах по взносам на несч.сл на 25.06.2026.pdf,FILE-089,VER-056-001,Исторические платежи ↔ point-in-time status,2024–25.06.2026,entity only,Частично,Частично,"Справка подтверждает статус на одну дату, не lineage платежей",ens_allocation_id / operations ENS,bank_payment_id → ens_allocation_id → status_date,Текущая задолженность — только ИП,Бухгалтерия,Высокий без obligation/ENS ID,Wave 3,IT-106,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,entity_only,bank_payment_id | ens_allocation_id | status_date,,,,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,3,No
LCFG-107,TAX-EDGE-107,Налоги/ФОТ,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,VER-006-001,Справка об исполнении обязанности по налогам.pdf,FILE-090,VER-057-001,Исторические платежи ↔ point-in-time status,2024–25.06.2026,entity only,Частично,Частично,"Справка подтверждает статус на одну дату, не lineage платежей",ens_allocation_id / operations ENS,bank_payment_id → ens_allocation_id → status_date,Текущая задолженность — только ИП,Бухгалтерия,Высокий без obligation/ENS ID,Wave 3,IT-107,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,entity_only,bank_payment_id | ens_allocation_id | status_date,,,,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,3,No
LCFG-108,TAX-EDGE-108,Налоги/ФОТ,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,FILE-008,VER-003-001,ДДС 2024.xlsx,FILE-017,VER-007-001,Bank tax payment ↔ ДДС tax article,2024,date + amount + account + description,Частично,Частично,Налоговые операции классифицированы в банке; полная строковая сверка ДДС не выполнена,bank_payment_id в ДДС,bank_payment_id,Cash-flow tax classification,Финансы,Высокий без obligation/ENS ID,Wave 3,IT-108,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,date | amount | account | description,bank_payment_id,,bank_payment_id:Расходы бизнеса!Сумма по полю в евро / Названия строк(70) | bank_payment_id:сводная бизнес по статьям!Сумма по полю в евро / Названия строк(70),Внешние ссылки,BLOCKED for production join — missing primary key/register,Evidence status unchanged; technical reproducibility improves after defect closure,1,No
LCFG-109,TAX-EDGE-109,Налоги/ФОТ,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,FILE-008,VER-003-001,ДДС 2025.xlsx,FILE-018,VER-007-002,Bank tax payment ↔ ДДС tax article,2025,date + amount + account + description,Частично,Частично,Налоговые операции классифицированы в банке; полная строковая сверка ДДС не выполнена,bank_payment_id в ДДС,bank_payment_id,Cash-flow tax classification,Финансы,Высокий без obligation/ENS ID,Wave 3,IT-109,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,date | amount | account | description,bank_payment_id,,bank_payment_id:data B!сумма руб.(70) | bank_payment_id:data B!курс евро(70),,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,1,No
LCFG-110,TAX-EDGE-110,Налоги/ФОТ,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,FILE-008,VER-003-001,ДДС 2026.xlxs.xlsx,FILE-019,VER-007-003,Bank tax payment ↔ ДДС tax article,2026,date + amount + account + description,Частично,Частично,Налоговые операции классифицированы в банке; полная строковая сверка ДДС не выполнена,bank_payment_id в ДДС,bank_payment_id,Cash-flow tax classification,Финансы,Высокий без obligation/ENS ID,Wave 3,IT-110,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,date | amount | account | description,bank_payment_id,,bank_payment_id:data B!сумма руб.(70) | bank_payment_id:data B!курс евро(70),Внешние ссылки,BLOCKED for production join — missing primary key/register,Evidence status unchanged; technical reproducibility improves after defect closure,1,No
LCFG-111,TAX-EDGE-111,Налоги/ФОТ,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,VER-021-003,6-НДФЛ за 1 квартал 2026 — отсутствует,,,Cross-form Q1 2026,2026-Q1,entity + quarter,Отсутствует,Отсутствует/не доказано,"РСВ Q1 имеется, сопоставимой формы 6-НДФЛ нет",source document,employer_id + reporting_period,Cross-form Q1 2026 заблокировано,Бухгалтерия,Высокий без obligation/ENS ID,Wave 2,IT-111,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,entity | quarter,employer_id | reporting_period,,,,BLOCKED — link not evidenced,No technical-source change; structural gap remains,2,No
LCFG-112,PROD-EDGE-001,Продукт/операции,Продажи ЦУМ 2024.xlsx,FILE-057,VER-024-001,MASTER_SKU,,,Продажи → canonical SKU,2024,нормализованный артикул,Подтверждено,Подтверждено,Строки продаж сформировали 234 preliminary SKU,Официальный alias mapping,sales_line.article → sku_alias → canonical_sku,SKU продажи и ассортимент,Коммерция,Высокий при текстовом/агрегатном join,Wave 4,IT-112,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,нормализованный_артикул,sales_line_article | sku_alias | canonical_sku,sku_alias:Лист1!Артикул(85) | sku_alias:Лист1!ЦветРазмер(85) | canonical_sku:Лист1!ЦветРазмер(85) | canonical_sku:Лист1!Артикул(70),,,PASS at current grain,Ready for owner sign-off at current grain,3,After owner sign-off and scheduled test
LCFG-113,PROD-EDGE-002,Продукт/операции,Продажи ЦУМ 2024.xlsx,FILE-057,VER-024-001,COST_FILES,,,SKU → полная себестоимость,2024,точное совпадение артикула,Частично,Частично,Покрытие выручки: 11.8%,cost_version_id и правило выбора,canonical_sku + sale_date → approved cost_version,Маржа SKU,Финансы + производство,Высокий при текстовом/агрегатном join,Wave 4,IT-113,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,точное_совпадение_артикула,canonical_sku | sale_date | approved_cost_version,canonical_sku:Лист1!ЦветРазмер(85) | canonical_sku:Лист1!Артикул(70),,,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,3,No
LCFG-114,PROD-EDGE-003,Продукт/операции,Продажи ЦУМ 2024.xlsx,FILE-057,VER-024-001,COLLECTION_FILES,,,SKU → коллекция,2024,точное/кандидатное совпадение кода,Частично,Частично,Прямых артикулов: 6 из 121,model alias history,canonical_sku → model_id → collection_id,Маржа коллекций,Продуктовый блок,Высокий при текстовом/агрегатном join,Wave 1,IT-114,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,точное | кандидатное_совпадение_кода,canonical_sku | model_id | collection_id,canonical_sku:Лист1!ЦветРазмер(85) | canonical_sku:Лист1!Артикул(70) | model_id:Лист1!Артикул(70),,,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,3,No
LCFG-115,PROD-EDGE-004,Продукт/операции,Продажи ЦУМ 2025.xlsx,FILE-058,VER-024-002,MASTER_SKU,,,Продажи → canonical SKU,2025,нормализованный артикул,Подтверждено,Подтверждено,Строки продаж сформировали 234 preliminary SKU,Официальный alias mapping,sales_line.article → sku_alias → canonical_sku,SKU продажи и ассортимент,Коммерция,Высокий при текстовом/агрегатном join,Wave 4,IT-115,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,нормализованный_артикул,sales_line_article | sku_alias | canonical_sku,sku_alias:Лист1!Артикул(85) | sku_alias:Лист1!ЦветРазмер(85) | canonical_sku:Лист1!ЦветРазмер(85) | canonical_sku:Лист1!Артикул(70),,,PASS at current grain,Ready for owner sign-off at current grain,3,After owner sign-off and scheduled test
LCFG-116,PROD-EDGE-005,Продукт/операции,Продажи ЦУМ 2025.xlsx,FILE-058,VER-024-002,COST_FILES,,,SKU → полная себестоимость,2025,точное совпадение артикула,Частично,Частично,Покрытие выручки: 63.0%,cost_version_id и правило выбора,canonical_sku + sale_date → approved cost_version,Маржа SKU,Финансы + производство,Высокий при текстовом/агрегатном join,Wave 4,IT-116,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,точное_совпадение_артикула,canonical_sku | sale_date | approved_cost_version,canonical_sku:Лист1!ЦветРазмер(85) | canonical_sku:Лист1!Артикул(70),,,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,3,No
LCFG-117,PROD-EDGE-006,Продукт/операции,Продажи ЦУМ 2025.xlsx,FILE-058,VER-024-002,COLLECTION_FILES,,,SKU → коллекция,2025,точное/кандидатное совпадение кода,Частично,Частично,Прямых артикулов: 2 из 136,model alias history,canonical_sku → model_id → collection_id,Маржа коллекций,Продуктовый блок,Высокий при текстовом/агрегатном join,Wave 1,IT-117,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,точное | кандидатное_совпадение_кода,canonical_sku | model_id | collection_id,canonical_sku:Лист1!ЦветРазмер(85) | canonical_sku:Лист1!Артикул(70) | model_id:Лист1!Артикул(70),,,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,3,No
LCFG-118,PROD-EDGE-007,Продукт/операции,Продажи ЦУМ 2026.xlsx,FILE-059,VER-024-003,MASTER_SKU,,,Продажи → canonical SKU,2026,нормализованный артикул,Подтверждено,Подтверждено,Строки продаж сформировали 234 preliminary SKU,Официальный alias mapping,sales_line.article → sku_alias → canonical_sku,SKU продажи и ассортимент,Коммерция,Высокий при текстовом/агрегатном join,Wave 4,IT-118,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,нормализованный_артикул,sales_line_article | sku_alias | canonical_sku,sku_alias:Лист1!Артикул(85) | sku_alias:Лист1!ЦветРазмер(85) | canonical_sku:Лист1!ЦветРазмер(85) | canonical_sku:Лист1!Артикул(70),,,PASS at current grain,Ready for owner sign-off at current grain,3,After owner sign-off and scheduled test
LCFG-119,PROD-EDGE-008,Продукт/операции,Продажи ЦУМ 2026.xlsx,FILE-059,VER-024-003,COST_FILES,,,SKU → полная себестоимость,2026,точное совпадение артикула,Частично,Частично,Покрытие выручки: 81.1%,cost_version_id и правило выбора,canonical_sku + sale_date → approved cost_version,Маржа SKU,Финансы + производство,Высокий при текстовом/агрегатном join,Wave 4,IT-119,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,точное_совпадение_артикула,canonical_sku | sale_date | approved_cost_version,canonical_sku:Лист1!ЦветРазмер(85) | canonical_sku:Лист1!Артикул(70),,,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,3,No
LCFG-120,PROD-EDGE-009,Продукт/операции,Продажи ЦУМ 2026.xlsx,FILE-059,VER-024-003,COLLECTION_FILES,,,SKU → коллекция,2026,точное/кандидатное совпадение кода,Частично,Частично,Прямых артикулов: 1 из 86,model alias history,canonical_sku → model_id → collection_id,Маржа коллекций,Продуктовый блок,Высокий при текстовом/агрегатном join,Wave 1,IT-120,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,точное | кандидатное_совпадение_кода,canonical_sku | model_id | collection_id,canonical_sku:Лист1!ЦветРазмер(85) | canonical_sku:Лист1!Артикул(70) | model_id:Лист1!Артикул(70),,,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,3,No
LCFG-121,PROD-EDGE-010,Продукт/операции,результат НГ 2024.xlsx,FILE-078,VER-015-001,MASTER_SKU,,,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Подтверждено частично,Частично,exact=1; candidates=13,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join,Wave 1,IT-121,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,точный_код_или_номер | вариант_без_префикса,collection_id | model_id | version_id | canonical_sku,canonical_sku:прайс!ОПИСАНИЕ(85),,,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,4,No
LCFG-122,PROD-EDGE-011,Продукт/операции,результат НГ 24.11.25.xlsx,FILE-079,VER-015-002,MASTER_SKU,,,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Связь не найдена,Отсутствует/не доказано,exact=0; candidates=0,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join,Wave 1,IT-122,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,точный_код_или_номер | вариант_без_префикса,collection_id | model_id | version_id | canonical_sku,canonical_sku:прайс!ОПИСАНИЕ(85),,,BLOCKED — link not evidenced,No technical-source change; structural gap remains,4,No
LCFG-123,PROD-EDGE-012,Продукт/операции,результат капсула 2024.xlsx,FILE-068,VER-013-001,MASTER_SKU,,,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Только кандидаты,Частично,exact=0; candidates=12,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join,Wave 1,IT-123,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,точный_код_или_номер | вариант_без_префикса,collection_id | model_id | version_id | canonical_sku,canonical_sku:прайс!ОПИСАНИЕ(85),,,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,4,No
LCFG-124,PROD-EDGE-013,Продукт/операции,результат капсула 2025.xlsx,FILE-069,VER-013-002,MASTER_SKU,,,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Подтверждено частично,Частично,exact=1; candidates=1,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join,Wave 1,IT-124,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,точный_код_или_номер | вариант_без_префикса,collection_id | model_id | version_id | canonical_sku,canonical_sku:прайс!ОПИСАНИЕ(85),,,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,4,No
LCFG-125,PROD-EDGE-014,Продукт/операции,результат кол-я 43 (янв 2024).xlsx,FILE-070,VER-008-001,MASTER_SKU,,,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Связь не найдена,Отсутствует/не доказано,exact=0; candidates=0,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join,Wave 1,IT-125,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,точный_код_или_номер | вариант_без_префикса,collection_id | model_id | version_id | canonical_sku,canonical_sku:прайс!ОПИСАНИЕ(85),,Внешние ссылки,BLOCKED — link not evidenced,Evidence status unchanged; technical reproducibility improves after defect closure,4,No
LCFG-126,PROD-EDGE-015,Продукт/операции,результат кол-я 44 (июнь 2024).xlsx,FILE-071,VER-009-001,MASTER_SKU,,,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Связь не найдена,Отсутствует/не доказано,exact=0; candidates=0,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join,Wave 1,IT-126,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,точный_код_или_номер | вариант_без_префикса,collection_id | model_id | version_id | canonical_sku,canonical_sku:прайс!ОПИСАНИЕ(85),,Внешние ссылки,BLOCKED — link not evidenced,Evidence status unchanged; technical reproducibility improves after defect closure,4,No
LCFG-127,PROD-EDGE-016,Продукт/операции,результат кол-я 45 (янв 2025).xlsx,FILE-072,VER-010-001,MASTER_SKU,,,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Связь не найдена,Отсутствует/не доказано,exact=0; candidates=0,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join,Wave 1,IT-127,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,точный_код_или_номер | вариант_без_префикса,collection_id | model_id | version_id | canonical_sku,canonical_sku:прайс!ОПИСАНИЕ(85),,Внешние ссылки,BLOCKED — link not evidenced,Evidence status unchanged; technical reproducibility improves after defect closure,4,No
LCFG-128,PROD-EDGE-017,Продукт/операции,результат кол-я 46 (июль 2025).xlsx,FILE-073,VER-011-001,MASTER_SKU,,,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Связь не найдена,Отсутствует/не доказано,exact=0; candidates=0,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join,Wave 1,IT-128,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,точный_код_или_номер | вариант_без_префикса,collection_id | model_id | version_id | canonical_sku,canonical_sku:прайс!ОПИСАНИЕ(85),,Внешние ссылки,BLOCKED — link not evidenced,Evidence status unchanged; technical reproducibility improves after defect closure,4,No
LCFG-129,PROD-EDGE-018,Продукт/операции,результат кол-я 47 (янв 2026).xlsx,FILE-074,VER-012-001,MASTER_SKU,,,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Связь не найдена,Отсутствует/не доказано,exact=0; candidates=0,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join,Wave 1,IT-129,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,точный_код_или_номер | вариант_без_префикса,collection_id | model_id | version_id | canonical_sku,canonical_sku:прайс!ОПИСАНИЕ(85),,Внешние ссылки,BLOCKED — link not evidenced,Evidence status unchanged; technical reproducibility improves after defect closure,4,No
LCFG-130,PROD-EDGE-019,Продукт/операции,результат круиз 09.04.25.xlsx,FILE-075,VER-014-002,MASTER_SKU,,,Коллекция → SKU,2024–май 2026,точный код или номер/вариант без префикса,Подтверждено частично,Частично,exact=3; candidates=30,"model_id, version_id, alias history, valid_from/valid_to",collection_id + model_id + version_id + canonical_sku,Принадлежность SKU к коллекции,Продуктовый блок,Высокий при текстовом/агрегатном join,Wave 1,IT-130,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,точный_код_или_номер | вариант_без_префикса,collection_id | model_id | version_id | canonical_sku,canonical_sku:прайс!ОПИСАНИЕ(85),,,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,4,No
